Document_Code,Document_Name,Attribute_Code,Attribute_Name,Display_Order,Data_Type,Enum_Mapping,Encryption,ISIR_Field_to_Correct,Additional_Resolution_Action,Aid_Year,Is_Required_,Subtype,Field_Start_Date,Field_End_Date,Prev_Document_Code,Prev_Attribute_Code
"FA-TaxForms","Tax Forms","AC79","Tax Payer Last Name - 1","3","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxForms","Tax Forms","AC97","Pensions and Annuities","22","Double","","FALSE","INTERNAL USE","if (isirRecord == null)\n{\n return true;\n}\n\nString docOwner = currentDocument.getDocumentOwnerTypes().get(0);\n\nString isirSTUDENTSIRSREQUESTFLAG = isirRecord.getIsirFieldValue(""STUDENTSIRSREQUESTFLAG"");\nString isirSTUDENTMARITALSTATUS = isirRecord.getIsirFieldValue(""STUDENTMARITALSTATUS"");\nString isirPARENTSIRSREQUESTFLAG = isirRecord.getIsirFieldValue(""PARENTSIRSREQUESTFLAG"");\nString isirPARENTSMARITALSTATUS = isirRecord.getIsirFieldValue(""PARENTSMARITALSTATUS"");\nString isirDEPENDENCYSTATUS = isirRecord.getIsirFieldValue(""DEPENDENCYSTATUS"");\nString docStudentTF_FilingStatus;\nString docSpouseTF_FilingStatus;\nfloat docPenAndAnnu = 0.0;\nfloat docTaxPenAndAnnu = 0.0;\nfloat docTTPenAndAnnu = 0.0;\nfloat docTTTaxPenAndAnnu = 0.0;\nfloat docPenAndAnnuSpouse = 0.0;\nfloat docTaxPenAndAnnuSpouse = 0.0;\nfloat docTTPenAndAnnuSpouse = 0.0;\nfloat docTTTaxPenAndAnnuSpouse = 0.0;\nfloat docPenAndAnnuParent1 = 0.0;\nfloat docTaxPenAndAnnuParent1 = 0.0;\nfloat docTTPenAndAnnuParent1 = 0.0;\nfloat docTTTaxPenAndAnnuParent1 = 0.0;\nfloat docPenAndAnnuParent2 = 0.0;\nfloat docTaxPenAndAnnuParent2 = 0.0;\nfloat docTTPenAndAnnuParent2 = 0.0;\nfloat docTTTaxPenAndAnnuParent2 = 0.0;\nfloat isirStudentUntaxPen = 0.0;\nfloat isirPARENTSUNTAXEDPENSIONS = 0.0;\nfloat sum = 0.0;\n\nif(!isirRecord.getIsirFieldValue(""STUDENTSUNTAXEDPENSIONS"") == null && !isirRecord.getIsirFieldValue(""STUDENTSUNTAXEDPENSIONS"").isAllWhitespace())\n{\n isirStudentUntaxPen = isirRecord.getIsirFieldValue(""STUDENTSUNTAXEDPENSIONS"").toFloat();\n}\nif(!isirRecord.getIsirFieldValue(""PARENTSUNTAXEDPENSIONS"") == null && !isirRecord.getIsirFieldValue(""PARENTSUNTAXEDPENSIONS"").isAllWhitespace())\n{\n isirPARENTSUNTAXEDPENSIONS = isirRecord.getIsirFieldValue(""PARENTSUNTAXEDPENSIONS"").toFloat();\n}\n\nboolean hasTTStudent = receivedDocuments.hasDoc(""FA-TaxTranscript"", ""Student"") && receivedDocuments.get(""FA-TaxTranscript"", ""Student"").isAcceptable()\nboolean hasTaxFormStudent = docOwner == ""Student"" || (receivedDocuments.hasDoc(""FA-TaxForms"", ""Student"") && receivedDocuments.get(""FA-TaxForms"", ""Student"").isAcceptable());\nboolean hasTTSpouse = receivedDocuments.hasDoc(""FA-TaxTranscript"", ""Spouse"") && receivedDocuments.get(""FA-TaxTranscript"", ""Spouse"").isAcceptable()\nboolean hasTaxFormSpouse = docOwner == ""Spouse"" || (receivedDocuments.hasDoc(""FA-TaxForms"", ""Spouse"") && receivedDocuments.get(""FA-TaxForms"", ""Spouse"").isAcceptable());\nboolean hasTTParent1 = receivedDocuments.hasDoc(""FA-TaxTranscript"", ""Parent1"") && receivedDocuments.get(""FA-TaxTranscript"", ""Parent1"").isAcceptable()\nboolean hasTaxFormParent1 = docOwner == ""Parent1"" || (receivedDocuments.hasDoc(""FA-TaxForms"", ""Parent1"") && receivedDocuments.get(""FA-TaxForms"", ""Parent1"").isAcceptable());\nboolean hasTTParent2 = receivedDocuments.hasDoc(""FA-TaxTranscript"", ""Parent2"") && receivedDocuments.get(""FA-TaxTranscript"", ""Parent2"").isAcceptable()\nboolean hasTaxFormParent2 = docOwner == ""Parent2"" || (receivedDocuments.hasDoc(""FA-TaxForms"", ""Parent2"") && receivedDocuments.get(""FA-TaxForms"", ""Parent2"").isAcceptable());\n\nif (docOwner == ""Student"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC97"") != null && !currentDocument.getDocumentFieldValue(""AC97"").isAllWhitespace())\n    {\n        docPenAndAnnu = currentDocument.getDocumentFieldValue(""AC97"").toFloat();\n    }\n}\nelse if(hasTaxFormStudent && !receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC97"") == null && !receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC97"").isAllWhitespace())\n{\n docPenAndAnnu = receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC97"").toFloat();\n}\n\nif (docOwner == ""Student"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC152"") != null && !currentDocument.getDocumentFieldValue(""AC152"").isAllWhitespace())\n    {\n        docTaxPenAndAnnu = currentDocument.getDocumentFieldValue(""AC152"").toFloat();\n    }\n}\nelse if(hasTaxFormStudent && !receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTaxPenAndAnnu = receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC152"").toFloat();\n}\n\nif(hasTTStudent && !receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC158"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC158"").isAllWhitespace())\n{\n docTTPenAndAnnu = receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC158"").toFloat();\n}\n\nif(hasTTStudent && !receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTTTaxPenAndAnnu = receivedDocuments.get(""FA-TaxTranscript"",""Student"").getDocumentField(""AC152"").toFloat();\n}\n\nif (docOwner == ""Spouse"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC97"") != null && !currentDocument.getDocumentFieldValue(""AC97"").isAllWhitespace())\n    {\n        docPenAndAnnuSpouse = currentDocument.getDocumentFieldValue(""AC97"").toFloat();\n    }\n}\nelse if(hasTaxFormSpouse && !receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC97"") == null && !receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC97"").isAllWhitespace())\n{\n docPenAndAnnuSpouse = receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC97"").toFloat();\n}\n\nif (docOwner == ""Spouse"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC152"") != null && !currentDocument.getDocumentFieldValue(""AC152"").isAllWhitespace())\n    {\n        docTaxPenAndAnnuSpouse = currentDocument.getDocumentFieldValue(""AC152"").toFloat();\n    }\n}\nelse if(hasTaxFormSpouse && !receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTaxPenAndAnnuSpouse = receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC152"").toFloat();\n}\n\nif(hasTTSpouse && !receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC158"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC158"").isAllWhitespace())\n{\n docTTPenAndAnnuSpouse = receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC158"").toFloat();\n}\n\nif(hasTTSpouse && !receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTTTaxPenAndAnnuSpouse = receivedDocuments.get(""FA-TaxTranscript"",""Spouse"").getDocumentField(""AC152"").toFloat();\n}\n\nif (docOwner == ""Parent1"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC97"") != null && !currentDocument.getDocumentFieldValue(""AC97"").isAllWhitespace())\n    {\n        docPenAndAnnuParent1 = currentDocument.getDocumentFieldValue(""AC97"").toFloat();\n    }\n}\nelse if(hasTaxFormParent1 && !receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC97"") == null && !receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC97"").isAllWhitespace())\n{\n docPenAndAnnuParent1 = receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC97"").toFloat();\n}\n\nif (docOwner == ""Parent1"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC152"") != null && !currentDocument.getDocumentFieldValue(""AC152"").isAllWhitespace())\n    {\n        docTaxPenAndAnnuParent1 = currentDocument.getDocumentFieldValue(""AC152"").toFloat();\n    }\n}\nelse if(hasTaxFormParent1 && !receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTaxPenAndAnnuParent1 = receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC152"").toFloat();\n}\n\nif(hasTTParent1 && !receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC158"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC158"").isAllWhitespace())\n{\n docTTPenAndAnnuParent1 = receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC158"").toFloat();\n}\n\nif(hasTTParent1 && !receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTTTaxPenAndAnnuParent1 = receivedDocuments.get(""FA-TaxTranscript"",""Parent1"").getDocumentField(""AC152"").toFloat();\n}\n\nif (docOwner == ""Parent2"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC97"") != null && !currentDocument.getDocumentFieldValue(""AC97"").isAllWhitespace())\n    {\n        docPenAndAnnuParent2 = currentDocument.getDocumentFieldValue(""AC97"").toFloat();\n    }\n}\nelse if(hasTaxFormParent2 && !receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC97"") == null && !receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC97"").isAllWhitespace())\n{\n docPenAndAnnuParent2 = receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC97"").toFloat();\n}\n\nif (docOwner == ""Parent2"")\n{\n    if (currentDocument.getDocumentFieldValue(""AC152"") != null && !currentDocument.getDocumentFieldValue(""AC152"").isAllWhitespace())\n    {\n        docTaxPenAndAnnuParent2 = currentDocument.getDocumentFieldValue(""AC152"").toFloat();\n    }\n}\nelse if(hasTaxFormParent2 && !receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTaxPenAndAnnuParent2 = receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC152"").toFloat();\n}\n\nif(hasTTParent2 && !receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC158"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC158"").isAllWhitespace())\n{\n docTTPenAndAnnuParent2 = receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC158"").toFloat();\n}\n\nif(hasTTParent2 && !receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC152"") == null && !receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC152"").isAllWhitespace())\n{\n docTTTaxPenAndAnnuParent2 = receivedDocuments.get(""FA-TaxTranscript"",""Parent2"").getDocumentField(""AC152"").toFloat();\n}\n\nif (docOwner == ""Student"")\n{\n    docStudentTF_FilingStatus = currentDocument.getDocumentFieldValue(""AC58"");\n}\nelse if(hasTaxFormStudent)\n{\n docStudentTF_FilingStatus = receivedDocuments.get(""FA-TaxForms"",""Student"").getDocumentField(""AC58"");\n}\n\nif (docOwner == ""Spouse"")\n{\n    docSpouseTF_FilingStatus = currentDocument.getDocumentFieldValue(""AC58"");\n}\nelse if(hasTaxFormSpouse)\n{\n docSpouseTF_FilingStatus = receivedDocuments.get(""FA-TaxForms"",""Spouse"").getDocumentField(""AC58"");\n}\n\nif (docOwner == ""Parent1"")\n{\n    docParent1TF_FilingStatus = currentDocument.getDocumentFieldValue(""AC58"");\n}\nelse if(hasTaxFormParent1)\n{\n docParent1TF_FilingStatus = receivedDocuments.get(""FA-TaxForms"",""Parent1"").getDocumentField(""AC58"");\n}\n\nif (docOwner == ""Parent2"")\n{\n    docParent2TF_FilingStatus = currentDocument.getDocumentFieldValue(""AC58"");\n}\nelse if(hasTaxFormParent2)\n{\n docParent2TF_FilingStatus = receivedDocuments.get(""FA-TaxForms"",""Parent2"").getDocumentField(""AC58"");\n}\n\nif(isirSTUDENTMARITALSTATUS in [""1"",""3"",""4""] && hasTaxFormStudent && isirSTUDENTSIRSREQUESTFLAG != ""02"" && !hasTTStudent)\n{\n sum = docPenAndAnnu - docTaxPenAndAnnu;\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormStudent && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docStudentTF_FilingStatus == ""Married Filing Joint"" && !hasTTStudent && !hasTTSpouse)\n{\n sum = docPenAndAnnu - docTaxPenAndAnnu;\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormStudent && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docStudentTF_FilingStatus != ""Married Filing Joint"" && !hasTTStudent && !hasTTSpouse && !hasTaxFormSpouse)\n{\n sum = docPenAndAnnu - docTaxPenAndAnnu;\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormSpouse && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docSpouseTF_FilingStatus != ""Married Filing Joint"" && !hasTTStudent && !hasTTSpouse && !hasTaxFormStudent)\n{\n sum = docPenAndAnnuSpouse - docTaxPenAndAnnuSpouse;\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormStudent && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docStudentTF_FilingStatus != ""Married Filing Joint"" && !hasTTStudent && !hasTTSpouse && hasTaxFormSpouse)\n{\n sum = (docPenAndAnnu - docTaxPenAndAnnu) + (docPenAndAnnuSpouse - docTaxPenAndAnnuSpouse);\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormSpouse && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docSpouseTF_FilingStatus != ""Married Filing Joint"" && !hasTTStudent && !hasTTSpouse && hasTaxFormStudent)\n{\n sum = (docPenAndAnnu - docTaxPenAndAnnu) + (docPenAndAnnuSpouse - docTaxPenAndAnnuSpouse);\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormStudent && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docStudentTF_FilingStatus != ""Married Filing Joint"" && !hasTTStudent && hasTTSpouse)\n{\n sum = (docPenAndAnnu - docTaxPenAndAnnu) + (docTTPenAndAnnuSpouse - docTTTaxPenAndAnnuSpouse);\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Student"");\n }\n}\nif(isirSTUDENTMARITALSTATUS in [""2""] && hasTaxFormSpouse && isirSTUDENTSIRSREQUESTFLAG != ""02"" && docSpouseTF_FilingStatus != ""Married Filing Joint"" && hasTTStudent && !hasTTSpouse)\n{\n sum = (docTTPenAndAnnu - docTTTaxPenAndAnnu) + (docPenAndAnnuSpouse - docTaxPenAndAnnuSpouse);\n if(sum != isirStudentUntaxPen)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Spouse"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""2"",""3"",""4""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent1 && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1)\n{\n sum = docPenAndAnnuParent1 - docTaxPenAndAnnuParent1;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""2"",""3"",""4""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent2 && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent2)\n{\n sum = docPenAndAnnuParent2 - docTaxPenAndAnnuParent2;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent1 && docParent1TF_FilingStatus == ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2)\n{\n sum = docPenAndAnnuParent1 - docTaxPenAndAnnuParent1;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\n\n/*\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent2 && docParent2TF_FilingStatus == ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2)\n{\n sum = docPenAndAnnuParent2 - docTaxPenAndAnnuParent2;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\n*/\n\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent1 && docParent1TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2 && !hasTaxFormParent2)\n{\n sum = docPenAndAnnuParent1 - docTaxPenAndAnnuParent1;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent2 && docParent2TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2 && !hasTaxFormParent1)\n{\n sum = docPenAndAnnuParent2 - docTaxPenAndAnnuParent2;\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent1 && docParent1TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2 && hasTaxFormParent2)\n{\n sum = (docPenAndAnnuParent1 - docTaxPenAndAnnuParent1) + (docPenAndAnnuParent2 - docTaxPenAndAnnuParent2);\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent2 && docParent2TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && !hasTTParent2 && hasTaxFormParent1)\n{\n sum = (docPenAndAnnuParent1 - docTaxPenAndAnnuParent1) + (docPenAndAnnuParent2 - docTaxPenAndAnnuParent2);\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent1 && docParent1TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent1 && hasTTParent2)\n{\n sum = (docPenAndAnnuParent1 - docTaxPenAndAnnuParent1) + (docTTPenAndAnnuParent2 - docTTTaxPenAndAnnuParent2);\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent1"");\n }\n}\nif(isirPARENTSMARITALSTATUS in [""1"",""5""] && isirDEPENDENCYSTATUS in [""D"",""X""] && hasTaxFormParent2 && docParent2TF_FilingStatus != ""Married Filing Joint"" && isirPARENTSIRSREQUESTFLAG != ""02"" && !hasTTParent2 && hasTTParent1)\n{\n sum = (docTTPenAndAnnuParent1 - docTTTaxPenAndAnnuParent1) + (docPenAndAnnuParent2 - docTaxPenAndAnnuParent2);\n if(sum != isirPARENTSUNTAXEDPENSIONS)\n {\n  supportingDoc.addDocument(""FA-TaxTranscript"", ""Parent2"");\n }\n}\n","2016-2017","0","","","","",""
"FA-TaxForms","Tax Forms","AC135","Tax Calendar Year","7","Enumeration","2015,2016","FALSE","INTERNAL USE","String docAwardYear = """";\nif (currentDocument.awardYear != null)\n{\n    docAwardYear = currentDocument.awardYear;\n}\n\nString docValue = """";\nif (currentDocument.getDocumentFieldValue(""AC135"") != null)\n{\n    docValue = currentDocument.getDocumentFieldValue(""AC135"");\n}\n\nif (docAwardYear == ""2016"" && docValue != ""2014"")\n{\n    returnList.get(0).setScriptReturnErrorString(""Document must be reviewed manually""); return;\n}\nreturn true;","2016-2017","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC58","Filing Status","4","Enumeration","Head of Household,Married Filing Joint,Married Filing Separate,Qualifying Widow,Single","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC135","Tax Calendar Year","3","Enumeration","2015,2016","FALSE","INTERNAL USE","String docAwardYear = """";\nif (currentDocument.awardYear != null)\n{\n    docAwardYear = currentDocument.awardYear;\n}\n\nString docValue = """";\nif (currentDocument.getDocumentFieldValue(""AC135"") != null)\n{\n    docValue = currentDocument.getDocumentFieldValue(""AC135"");\n}\n\nif (docAwardYear == ""2016"" && docValue != ""2014"")\n{\n    returnList.get(0).setScriptReturnErrorString(""Document must be reviewed manually""); return;\n}\nreturn true;","2016-2017","1","Y","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC59","Tax Payer First Name","1","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxPrepLetter","Tax Preparation Letter","AC79","Tax Payer Last Name","2","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC232","Tax Payer ID (SSN) - 1","1","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC59","Tax Payer First Name - 1","2","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC79","Tax Payer Last Name - 1","3","String","","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC235","Tax Payer ID (SSN) - 2","4","String","","FALSE","INTERNAL USE","return true;","2016-2017","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC236","Tax Payer First Name - 2","5","String","","FALSE","INTERNAL USE","return true;","2016-2017","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC237","Tax Payer Last Name - 2","6","String","","FALSE","INTERNAL USE","return true;","2016-2017","0","","","","",""
"FA-TaxTranscript","Tax Transcripts","AC137","Tax Form","8","Enumeration","1040,1040A/EZ,U.S. Territory Tax Return,Foreign Tax Return,1040A,1040EZ","FALSE","INTERNAL USE","return true;","2016-2017","1","","","","",""
